userId,Date,Amount
97f2-1fe2eb419aa9,2/6/2023,100
8d78-48edfc444cc1,2/6/2023,10
9c1c-723ddc7619dc,2/6/2023,795
b869-f3e1017f8c24,3/3/2023,10
9c1c-723ddc7619dc,2/6/2023,100
9c1c-723ddc7619dc,2/6/2023,600
9c1c-723ddc7619dc,2/6/2023,600
9c1c-723ddc7619dc,2/6/2023,500
9c1c-723ddc7619dc,2/6/2023,560
9c1c-723ddc7619dc,2/7/2023,550
85a6-427d782758df,2/7/2023,6
a91b-03f62844493f,2/7/2023,200
85a6-427d782758df,2/7/2023,6
a91b-03f62844493f,2/7/2023,200
a91b-03f62844493f,2/7/2023,200
a619-1d12f23f7994,2/7/2023,1
a91b-03f62844493f,2/7/2023,200
806e-8b861deab709,2/7/2023,100
806e-8b861deab709,2/7/2023,2
b771-ab0348bcce99,2/7/2023,1
8d05-7018cc4cdfa4,2/7/2023,120
a02b-f56417d2f518,2/7/2023,103
8d05-7018cc4cdfa4,2/7/2023,100
b771-ab0348bcce99,2/7/2023,1
b771-ab0348bcce99,2/7/2023,1
9311-1b52b3a1ea9b,2/7/2023,400
a186-9b05cde03eba,2/7/2023,20
90bd-5b6de199cfc4,2/7/2023,100
965b-c35395da62fb,2/7/2023,17
9053-4a67196a4757,2/7/2023,300
8645-c81cf95024e5,3/6/2023,5
bb33-0b5b8bf88430,2/7/2023,180
ae37-3621f23d3873,2/7/2023,200
b67f-c65a354a377f,2/7/2023,7
b67f-c65a354a377f,2/7/2023,2
8010-c6d0d05efab4,2/7/2023,8
8010-c6d0d05efab4,2/7/2023,16
9c1c-723ddc7619dc,2/7/2023,600
b0f0-d154209d7c89,2/7/2023,80
bd35-d19a8814dd18,2/8/2023,150
9c1c-723ddc7619dc,2/7/2023,33
8c35-73b87e81ed21,2/7/2023,300
8c35-73b87e81ed21,2/7/2023,300
8c35-73b87e81ed21,2/7/2023,300
b869-f3e1017f8c24,3/3/2023,10
8c35-73b87e81ed21,2/7/2023,300
a7bd-ed9a391552d4,2/7/2023,400
a7bd-ed9a391552d4,2/7/2023,400
b440-79e044d4aded,2/7/2023,1000
98fa-3084dd792f45,3/7/2023,10
82dd-79f8cbb23580,3/8/2023,75
b440-79e044d4aded,2/7/2023,1000
b440-79e044d4aded,2/7/2023,150
b440-79e044d4aded,2/7/2023,100
8656-2ecdbbd5d931,2/7/2023,20
b440-79e044d4aded,2/7/2023,100
ada6-9e4659206417,2/7/2023,50
a186-9b05cde03eba,2/7/2023,300
8c35-73b87e81ed21,2/7/2023,300
92fd-acfd19136212,2/7/2023,100
9f04-a2a9290d2318,2/7/2023,50
88d8-9ef80c5ede6d,2/7/2023,20
9c4e-ec9c65daa302,2/7/2023,3
9091-e32b88342c75,2/7/2023,5
b440-79e044d4aded,2/7/2023,100
b0f0-d154209d7c89,2/7/2023,80
b6f1-bd9c26946131,3/3/2023,40
97f2-1fe2eb419aa9,2/7/2023,50
96cf-af1557d92a1f,2/7/2023,100
ad99-ff8bbc752e97,2/7/2023,10
8f60-002e614840f5,2/7/2023,100
8e8f-5ca22d05fe54,2/7/2023,50
b771-ab0348bcce99,2/7/2023,20
bdea-dc3cfcd7590e,2/7/2023,5
bc70-8b543e6f81f5,3/3/2023,200
ae37-3621f23d3873,3/4/2023,150
a9bd-1fe7141aacb9,2/7/2023,4
bdea-dc3cfcd7590e,2/7/2023,2
a9bd-1fe7141aacb9,2/7/2023,5
bdea-dc3cfcd7590e,2/7/2023,2
a9bd-1fe7141aacb9,2/7/2023,2
90bd-5b6de199cfc4,2/7/2023,100
b279-d7eb95892dd8,2/7/2023,100
b279-d7eb95892dd8,2/7/2023,100
b953-aaa24f4deb6c,2/7/2023,20
aa03-5d0bc531b18d,5/16/2023,100
9806-49968c1526be,2/7/2023,40
9091-e32b88342c75,2/7/2023,5
a227-1e395f678794,2/7/2023,5
a9bd-1fe7141aacb9,2/7/2023,3
99a8-8b12d20acd8a,2/7/2023,20
99a8-8b12d20acd8a,2/7/2023,15
a227-1e395f678794,2/7/2023,1
99a8-8b12d20acd8a,2/7/2023,5
99a8-8b12d20acd8a,2/7/2023,2
99a8-8b12d20acd8a,2/7/2023,2
9c4e-ec9c65daa302,2/7/2023,100
85da-64036376a633,2/7/2023,500
b16d-5f8dfe29812a,2/7/2023,15
97f2-1fe2eb419aa9,2/7/2023,50
a186-9b05cde03eba,2/7/2023,85
bc4d-b910c6da4893,2/8/2023,5
bc4d-b910c6da4893,2/8/2023,5
b0a4-6fa88dbc158d,2/8/2023,50
96cf-af1557d92a1f,3/3/2023,65
bdea-dc3cfcd7590e,2/8/2023,5
9091-e32b88342c75,2/8/2023,80
9091-e32b88342c75,2/8/2023,70
90bd-5b6de199cfc4,2/8/2023,1500
85a6-427d782758df,2/8/2023,1
85a6-427d782758df,2/8/2023,1
8453-36c3edf93124,2/8/2023,5
8583-169d55e92799,2/8/2023,3
97f2-1fe2eb419aa9,2/8/2023,10
85a6-427d782758df,2/8/2023,1
85a6-427d782758df,2/8/2023,1
98fa-3084dd792f45,3/7/2023,10
bd35-d19a8814dd18,2/8/2023,16
aae6-c4ee487f3cf3,2/8/2023,300
b234-ff440f2d05de,2/8/2023,350
a227-1e395f678794,2/8/2023,10
aae6-c4ee487f3cf3,2/8/2023,300
aae6-c4ee487f3cf3,2/8/2023,300
93fa-15a88b8b24c4,2/8/2023,5
93fa-15a88b8b24c4,2/8/2023,2
ad7c-6dfdb1d51b1f,2/8/2023,20
a669-03874a976147,2/8/2023,7
8010-c6d0d05efab4,2/8/2023,30
93fa-15a88b8b24c4,2/8/2023,10
bad1-53f99e2e576e,2/8/2023,330
a669-03874a976147,2/8/2023,1
9296-8027d8a1e56c,2/8/2023,60
a9bd-1fe7141aacb9,2/8/2023,4
b771-ab0348bcce99,2/8/2023,400
bdea-dc3cfcd7590e,2/8/2023,4
97eb-4c1ecfbda3e4,2/8/2023,2
97eb-4c1ecfbda3e4,2/8/2023,2
98fa-3084dd792f45,3/7/2023,9.9
9053-4a67196a4757,2/8/2023,240
97f2-1fe2eb419aa9,2/8/2023,30
bc07-d3708fcf7b8c,2/8/2023,30
9091-e32b88342c75,2/8/2023,5
9091-e32b88342c75,2/8/2023,5
a468-9b837a44b1de,2/8/2023,125
a468-9b837a44b1de,2/8/2023,120
b771-ab0348bcce99,2/8/2023,500
a468-9b837a44b1de,2/8/2023,55
b78d-3fb7c25c539c,2/8/2023,3
a468-9b837a44b1de,2/8/2023,40
a6ea-bc9a0987ab17,2/8/2023,200
817a-0acccfb24c76,2/8/2023,400
92d5-a6146f7129c8,2/8/2023,770
92d5-a6146f7129c8,2/8/2023,100
92d5-a6146f7129c8,2/8/2023,870
b79a-e51da58f5c45,2/8/2023,500
b79a-e51da58f5c45,2/8/2023,495
a027-8a4cab73139b,2/8/2023,150
9d94-edad430317f7,2/8/2023,400
9a7b-18835ff8172b,2/8/2023,60
80ef-5c011a0fb56d,2/8/2023,400
80ef-5c011a0fb56d,2/8/2023,400
8385-2327267c55cf,2/8/2023,75
80ef-5c011a0fb56d,2/8/2023,400
97f2-1fe2eb419aa9,2/8/2023,50
93fa-15a88b8b24c4,2/8/2023,6
81f0-10ff05148b52,2/8/2023,30
96cf-af1557d92a1f,2/8/2023,100
97eb-4c1ecfbda3e4,2/8/2023,3
80ef-5c011a0fb56d,2/8/2023,400
9cc4-e403d30876d9,2/8/2023,2
b3c5-de9e84efabc0,2/8/2023,30
b3c5-de9e84efabc0,2/8/2023,27
98fa-3084dd792f45,3/7/2023,0.99
b3c5-de9e84efabc0,2/8/2023,5.12
b3c5-de9e84efabc0,2/8/2023,5
a027-8a4cab73139b,2/8/2023,20
87d3-b66ae616ec19,2/8/2023,5
84cf-e4d24ef951cf,2/8/2023,190
92d5-a6146f7129c8,2/8/2023,600
914c-69179e12d79b,2/8/2023,400
92d5-a6146f7129c8,2/8/2023,158
98fa-3084dd792f45,3/7/2023,0.9
81f0-10ff05148b52,2/8/2023,5
81f0-10ff05148b52,2/8/2023,10
81f0-10ff05148b52,2/8/2023,25
92fd-acfd19136212,2/8/2023,100
8010-c6d0d05efab4,2/8/2023,30
92fd-acfd19136212,2/8/2023,100
be3a-0c318c41918d,2/8/2023,200
be3a-0c318c41918d,2/8/2023,3
9eba-1f28befba9a7,3/9/2023,50
be3a-0c318c41918d,2/8/2023,200
9296-8027d8a1e56c,2/8/2023,55
bdea-dc3cfcd7590e,2/8/2023,5
b30e-901cdaa6b6e7,2/8/2023,3
9296-8027d8a1e56c,2/8/2023,2
a91b-03f62844493f,2/8/2023,10
8d05-7018cc4cdfa4,2/8/2023,1020
8d05-7018cc4cdfa4,2/8/2023,1000
8d05-7018cc4cdfa4,2/8/2023,1010
8c35-73b87e81ed21,2/8/2023,600
81f0-10ff05148b52,2/8/2023,25
8c1f-c207bd8c9d73,3/8/2023,20
81f0-10ff05148b52,2/8/2023,35
a9bd-1fe7141aacb9,2/8/2023,10
97eb-4c1ecfbda3e4,2/8/2023,20
bdea-dc3cfcd7590e,2/8/2023,30
97eb-4c1ecfbda3e4,2/8/2023,5
bdea-dc3cfcd7590e,2/8/2023,5
a227-1e395f678794,2/8/2023,31
a9bd-1fe7141aacb9,2/8/2023,5
97eb-4c1ecfbda3e4,2/8/2023,5
bdea-dc3cfcd7590e,2/8/2023,5
a9bd-1fe7141aacb9,2/8/2023,5
97eb-4c1ecfbda3e4,2/8/2023,4.86
88f7-acdcfc217d8a,2/8/2023,25.45
adab-44850c69e90d,2/8/2023,60
bdea-dc3cfcd7590e,2/8/2023,4.64
88f7-acdcfc217d8a,2/8/2023,25.45
8c35-73b87e81ed21,2/8/2023,4990
a9bd-1fe7141aacb9,2/8/2023,4.74
97eb-4c1ecfbda3e4,2/8/2023,5
a9bd-1fe7141aacb9,2/8/2023,5
97eb-4c1ecfbda3e4,2/8/2023,5
a9bd-1fe7141aacb9,2/8/2023,10
84cf-e4d24ef951cf,2/8/2023,5
adab-44850c69e90d,2/8/2023,200
adab-44850c69e90d,2/8/2023,100
a9bd-1fe7141aacb9,2/8/2023,10
92d5-a6146f7129c8,2/8/2023,158
a558-be084c0f7ebb,2/8/2023,5
a558-be084c0f7ebb,2/8/2023,5
a558-be084c0f7ebb,2/8/2023,5
a558-be084c0f7ebb,2/8/2023,5
adcc-431e9f0d9cab,2/8/2023,5
a91b-03f62844493f,2/8/2023,5
a558-be084c0f7ebb,2/8/2023,5
a558-be084c0f7ebb,2/8/2023,5
b72d-6facf1e4fc29,2/9/2023,6
9e01-e86ddb66ff2b,3/3/2023,3
ad2f-432ed6bf898b,2/9/2023,20
ad2f-432ed6bf898b,2/9/2023,20
92fd-acfd19136212,2/9/2023,120
ad99-ff8bbc752e97,2/9/2023,20
ad99-ff8bbc752e97,2/9/2023,10
ad99-ff8bbc752e97,2/9/2023,5
b0a4-6fa88dbc158d,2/9/2023,50
b9cd-d53991a76045,2/9/2023,150
bc70-8b543e6f81f5,3/4/2023,195
9367-a3919b7757e4,2/9/2023,0.5
9367-a3919b7757e4,2/9/2023,10
9367-a3919b7757e4,2/9/2023,0.1
b27a-2cf3669062d2,2/9/2023,45
b27a-2cf3669062d2,2/9/2023,45
b27a-2cf3669062d2,2/9/2023,45
84cf-e4d24ef951cf,2/9/2023,35
a02b-f56417d2f518,2/9/2023,48
ad7c-6dfdb1d51b1f,2/9/2023,50
b771-ab0348bcce99,2/9/2023,20
85a6-427d782758df,2/9/2023,1
9053-4a67196a4757,2/9/2023,300
9d94-edad430317f7,2/9/2023,300
affb-ba5d85858fde,2/9/2023,25
affb-ba5d85858fde,2/9/2023,25
ad99-ff8bbc752e97,3/4/2023,10
bcf7-07e82238f755,3/16/2023,1
8d05-7018cc4cdfa4,2/9/2023,1000
adcc-431e9f0d9cab,2/9/2023,3
8c35-73b87e81ed21,2/9/2023,4000
8645-c81cf95024e5,2/9/2023,2
8c35-73b87e81ed21,2/9/2023,500
9d94-edad430317f7,2/9/2023,10
8da8-6135005490d9,3/4/2023,500
9b3f-ae007dfcd397,3/7/2023,5
b0a4-6fa88dbc158d,2/9/2023,2
8645-c81cf95024e5,2/9/2023,4
b0a4-6fa88dbc158d,2/9/2023,5
adcc-431e9f0d9cab,2/9/2023,3
bdea-dc3cfcd7590e,2/9/2023,10
b67f-74b35e6228d5,2/9/2023,1
8645-c81cf95024e5,2/9/2023,3
a9bd-1fe7141aacb9,2/9/2023,10
887a-93c6b943e681,3/16/2023,2
97eb-4c1ecfbda3e4,2/9/2023,10
bdea-dc3cfcd7590e,2/9/2023,10
87b8-6747bf5fac7e,2/9/2023,50
97eb-4c1ecfbda3e4,2/9/2023,10
a9bd-1fe7141aacb9,2/9/2023,10
97eb-4c1ecfbda3e4,2/9/2023,10
a9bd-1fe7141aacb9,2/9/2023,10
adcc-431e9f0d9cab,2/9/2023,3
bdea-dc3cfcd7590e,2/9/2023,10
97eb-4c1ecfbda3e4,2/9/2023,10
a9bd-1fe7141aacb9,2/9/2023,10
84cf-e4d24ef951cf,2/9/2023,205
ac4c-d99e78190ef2,3/16/2023,100
aae6-c4ee487f3cf3,2/9/2023,507
a5c5-a2b207b94d28,2/9/2023,20
b8b6-1de8770a73b1,2/9/2023,50
8453-36c3edf93124,2/9/2023,5
882b-0988aef85c8d,2/9/2023,500
a227-1e395f678794,2/9/2023,7
8135-a3ec1f8865e8,2/9/2023,10
8135-a3ec1f8865e8,2/9/2023,5
97eb-4c1ecfbda3e4,2/9/2023,10
bdea-dc3cfcd7590e,2/9/2023,10
a9bd-1fe7141aacb9,2/9/2023,10
9f93-330d0f56537a,3/7/2023,20
8c1f-c207bd8c9d73,3/8/2023,10
9806-49968c1526be,2/9/2023,10
a9bd-1fe7141aacb9,2/9/2023,3
9806-49968c1526be,2/9/2023,13
a9bd-1fe7141aacb9,2/9/2023,5
a6e6-42a923d23c20,2/9/2023,2
bdea-dc3cfcd7590e,2/9/2023,10
97f2-1fe2eb419aa9,2/9/2023,45
bc07-d3708fcf7b8c,2/9/2023,30
99a8-8b12d20acd8a,2/9/2023,14
b72d-6facf1e4fc29,2/9/2023,6
882b-0988aef85c8d,2/9/2023,1000
b105-e2072db6d2e1,2/9/2023,5
bfaf-21d83b9f6c06,2/9/2023,5
bfaf-21d83b9f6c06,2/9/2023,5
92d5-a6146f7129c8,2/9/2023,150
8748-d950f7fc8a31,2/9/2023,5
8748-d950f7fc8a31,2/9/2023,5
ad7c-6dfdb1d51b1f,2/9/2023,10
ad39-1038ddf037d6,3/4/2023,100
ad7c-6dfdb1d51b1f,2/9/2023,20
885d-e4eab6b785d5,2/9/2023,200
a186-9b05cde03eba,2/9/2023,100
885d-e4eab6b785d5,2/9/2023,200
b7d8-66fecdcefaf3,2/9/2023,5
bcf9-5c4a94d4261a,2/9/2023,5
ad2f-432ed6bf898b,2/9/2023,30
89d4-62707a7b7827,2/9/2023,500
885d-e4eab6b785d5,2/9/2023,130
b0a4-6fa88dbc158d,2/10/2023,5
a39a-663ccf2f69e0,2/10/2023,50
806e-8b861deab709,2/10/2023,200
806e-8b861deab709,2/10/2023,10
ad2f-432ed6bf898b,2/10/2023,10
ad2f-432ed6bf898b,2/10/2023,10
b7d8-66fecdcefaf3,2/10/2023,5
bdea-dc3cfcd7590e,2/10/2023,15
bdea-dc3cfcd7590e,2/10/2023,15
bdea-dc3cfcd7590e,2/10/2023,2
97eb-4c1ecfbda3e4,2/10/2023,50
a9bd-1fe7141aacb9,2/10/2023,37.84
97eb-4c1ecfbda3e4,2/10/2023,6
adcc-431e9f0d9cab,2/10/2023,9
8453-36c3edf93124,2/10/2023,5
806e-8b861deab709,2/10/2023,50
9d94-edad430317f7,2/10/2023,1000
ad99-ff8bbc752e97,2/10/2023,15
ad99-ff8bbc752e97,2/10/2023,15
96cf-af1557d92a1f,2/10/2023,40
85a6-427d782758df,2/10/2023,1
aae6-c4ee487f3cf3,2/10/2023,75
aae6-c4ee487f3cf3,2/10/2023,745
a03c-be097fd79139,2/10/2023,60
a186-9b05cde03eba,2/10/2023,188
ad7c-6dfdb1d51b1f,2/10/2023,4
9619-122389f11e48,3/4/2023,3000
a9c0-c25658d1f699,3/7/2023,5
8135-a3ec1f8865e8,2/10/2023,20
83dc-df9ae16ae00b,2/10/2023,5
8a63-ed83186ac44b,2/10/2023,2
8645-c81cf95024e5,2/10/2023,2
8645-c81cf95024e5,2/10/2023,2
ad7c-6dfdb1d51b1f,2/10/2023,31
8645-c81cf95024e5,2/10/2023,1
9527-86e689d1408d,2/10/2023,85
9d2f-7ee1e0996299,3/8/2023,5
96cf-af1557d92a1f,2/10/2023,51
86ae-03e9cdef6bce,2/10/2023,50
b01d-6dd946cc7941,2/10/2023,68
a6ea-bc9a0987ab17,2/10/2023,500
a4f5-8499283243ee,2/10/2023,200
a4f5-8499283243ee,2/10/2023,17
8010-c6d0d05efab4,2/10/2023,30
965b-c35395da62fb,2/10/2023,17
97f2-1fe2eb419aa9,2/10/2023,100
adcc-431e9f0d9cab,3/4/2023,30
ad99-ff8bbc752e97,3/4/2023,10
9a7b-18835ff8172b,2/10/2023,100
8010-c6d0d05efab4,2/10/2023,20
8010-c6d0d05efab4,2/10/2023,20
8010-c6d0d05efab4,2/10/2023,24
9e01-e86ddb66ff2b,2/10/2023,5
9e01-e86ddb66ff2b,2/10/2023,7
9e01-e86ddb66ff2b,2/10/2023,6
9e01-e86ddb66ff2b,2/10/2023,2
affb-ba5d85858fde,2/10/2023,40
affb-ba5d85858fde,2/10/2023,39
a165-3567c7710acd,3/7/2023,50
9e01-e86ddb66ff2b,2/10/2023,2
8010-c6d0d05efab4,2/10/2023,30
8010-c6d0d05efab4,2/10/2023,25
8a63-ed83186ac44b,2/10/2023,20
8a63-ed83186ac44b,2/10/2023,85
a027-8a4cab73139b,2/10/2023,1300
ada9-1b367e962d1f,2/10/2023,85
b279-d7eb95892dd8,2/10/2023,50
b771-ab0348bcce99,2/10/2023,17
9c7c-cd0848efc2f3,2/10/2023,68
a027-8a4cab73139b,2/10/2023,600
850f-7214ece626ce,2/10/2023,68
96cf-af1557d92a1f,2/10/2023,10
9527-86e689d1408d,2/10/2023,10
90bd-5b6de199cfc4,2/10/2023,112
b279-d7eb95892dd8,2/10/2023,50
b694-989021d54d44,2/10/2023,17
90bd-5b6de199cfc4,2/10/2023,34
9d94-edad430317f7,2/10/2023,68
b9cd-d53991a76045,2/10/2023,17
96cf-af1557d92a1f,2/10/2023,17
adcc-431e9f0d9cab,3/4/2023,25
8645-c81cf95024e5,3/6/2023,1
9053-4a67196a4757,2/10/2023,150
8010-c6d0d05efab4,2/10/2023,30
8010-c6d0d05efab4,2/10/2023,40
9c7c-cd0848efc2f3,2/10/2023,500
ad7c-6dfdb1d51b1f,2/10/2023,4
9367-a3919b7757e4,2/10/2023,100
9c4f-171ef5a529fc,2/10/2023,10
a227-1e395f678794,2/10/2023,5
adcc-431e9f0d9cab,3/4/2023,25
ac4c-d99e78190ef2,3/16/2023,47
9183-3bce9be05d70,2/11/2023,2500
abdf-22ce42ec5175,2/11/2023,700
9091-e32b88342c75,2/11/2023,2.5
b316-7371b6ea6f35,2/11/2023,200
b316-7371b6ea6f35,2/11/2023,200
b316-7371b6ea6f35,2/11/2023,10
adcc-431e9f0d9cab,2/11/2023,9.5
8453-36c3edf93124,2/11/2023,5
85a6-427d782758df,2/11/2023,1
b0a4-6fa88dbc158d,2/11/2023,9
b279-d7eb95892dd8,2/11/2023,48
8f0f-b36505cdbf08,2/11/2023,1
b316-7371b6ea6f35,2/11/2023,210
b316-7371b6ea6f35,2/11/2023,210
b9cd-d53991a76045,2/11/2023,500
83dc-df9ae16ae00b,2/11/2023,500
adcc-431e9f0d9cab,3/4/2023,10
97f2-1fe2eb419aa9,2/11/2023,150
a027-8a4cab73139b,2/11/2023,100
bd35-d19a8814dd18,2/11/2023,48
96cf-af1557d92a1f,2/11/2023,400
bd35-d19a8814dd18,2/11/2023,16
b771-ab0348bcce99,2/11/2023,1
9f04-a2a9290d2318,2/11/2023,50
9f04-a2a9290d2318,2/11/2023,50
9527-86e689d1408d,2/11/2023,100
b3ba-10a8978a05b6,2/11/2023,73
a5e7-403c6c27d6fc,2/11/2023,1
a558-be084c0f7ebb,2/11/2023,5
a558-be084c0f7ebb,2/11/2023,4
b7aa-467e9e07b754,2/11/2023,100
89d4-62707a7b7827,2/11/2023,5
89d4-62707a7b7827,2/11/2023,300
89d4-62707a7b7827,2/11/2023,10
b7d8-66fecdcefaf3,2/11/2023,9
a7bd-ed9a391552d4,2/11/2023,70
a895-3a87fdcc6a60,3/6/2023,2
ac4c-d99e78190ef2,3/16/2023,20
8b3c-ee6c1cb4700d,3/18/2023,20
84cf-e4d24ef951cf,2/11/2023,200
84cf-e4d24ef951cf,2/11/2023,200
a7bd-ed9a391552d4,2/11/2023,70
affb-ba5d85858fde,2/11/2023,7
affb-ba5d85858fde,2/11/2023,6
84cf-e4d24ef951cf,2/11/2023,100
8f0f-b36505cdbf08,2/11/2023,100
8f0f-b36505cdbf08,2/11/2023,105
bd35-d19a8814dd18,2/11/2023,100
b0a4-6fa88dbc158d,2/11/2023,20
b0a4-6fa88dbc158d,2/11/2023,20
adcc-431e9f0d9cab,3/4/2023,9
926e-64405f0ced77,3/7/2023,5
bc07-d3708fcf7b8c,2/11/2023,35
a619-1d12f23f7994,2/11/2023,120
9527-86e689d1408d,2/11/2023,100
9a7b-18835ff8172b,2/11/2023,100
